id,target_name_ar,sentence,subject,relation,object,evidence,split
20,سعود محمد راشد بطي الشويعر,ودخل المجلس ثمانيه نواب جدد هم ثامر سعد غيث غانم جليدان السويط الظفيري ومبارك هيف سعد الحجرف ومحمد هايف سلطان عريج المطيري وعبدالله فهاد هندي فهد العنزي وشعيب شباب قديفان المويزري وعلي سالم الجعيلان الدقباسي وسعود محمد راشد بطي الشويعر ومرزوق خليفه مفرج الخليفه تعليقات القراء ملاحظه هامه: جميع الاراء والتعليقات تعبر عن وجهه نظر اصحابها فقط,,,,,
21,سعود محمد راشد بطي الشويعر,"وزير انس الصالح (سبتمبر 2020) تصويت فتح باب ما يستجد من اعمال (تعديل النظام الانتخابي) غير موافق مراجع ""سعود محمد الشويعر""",,,,,
22,عبدالله حشر عايد البرغش,النايب عبدالله حشر عايد البرغش النايب عبدالله حشر عايد البرغش المصور : ارشيف,,,,,
23,جمال هاضل سالم الجلاوي,الموسوعه الحره جمال هاضل الجلاوي وزير العدل وزير الدوله لشوون تعزيز النزاهه في المنصب 28 ديسمبر 2021,,,,,
24,جمال هاضل سالم الجلاوي,الامير نواف الاحمد الجابر الصباح رييس الوزراء احمد نواف الاحمد الصباح عيسا احمد الكندري عبدالعزيز ماجد الماجد معلومات شخصيه اسم الولاده جمال هاضل سالم الجلاوي تاريخ الميلاد 1968 (العمر 57-58) مواطنه الكويت الحياه العمليه المهنه سياسي اللغات العربيه تعديل مصدري,,,,,
25,جمال هاضل سالم الجلاوي,تعديل جمال هاضل الجلاوي (مواليد 1968 ),,,,,
26,جمال هاضل سالم الجلاوي,مراجع عدل امر اميري بتشكيل الحكومه الجديده برياسه سمو الشيخ صباح الخالد الحمد الصباح تتضمن 15 وزيرا نسخه محفوظه 2021-12-28 علا موقع واي باك مشين المستشار جمال هاضل الجلاوي,,,,,
27,جمال هاضل سالم الجلاوي,A+ Aحكومه السيره الذاتيه لوزير العدل وزير الدوله لشوون النزاهه المستشار جمال الجلاوي 29/12/2021 LOC00:12 21:12 GMT وزير العدل وزير الدوله لشوون النزاهه المستشار جمال هاضل سالم الجلاوي الكويت,,,,,
28,جمال هاضل سالم الجلاوي,واليكم السيره الذاتيه لوزير العدل وزير الدوله لشوون النزاهه المستشار جمال هاضل سالم الجلاوي: حاصل علا شهاده الماجستير في القانون وعمل في اداره الفتوا والتشريع ضمن قطاع الاستيناف والتمييز الاداري والمحكمه الدستوريه وحاضر في الهييه العامه للتعليم التطبيقي والتدريب,,,,,
29,جمال هاضل سالم الجلاوي,وزير الاوقاف والشوون الاسلاميه المستشار جمال هاضل سالم الجلاوي المستشار جمال هاضل سالم الجلاوي نبذه حاصل علا درجه الماجستير في القانون,,,,,
30,جمال هاضل سالم الجلاوي,الرييسيه / الاشخاص / جمال هاضل سالم الجلاوي جمال هاضل سالم الجلاوي الطايفه سني العايله الجلاوي القبيله العوازم المشاركات في الحكومه الحكومه الوزاره الحكومه 40 وزاره الاوقاف والشوون الاسلاميه وزير الاوقاف والشوون الاسلاميه وزاره العدل وزير العدل ووزير دوله لشوون تعزيز النزاهه الحكومه 39 وزاره العدل وزير العدل ووزير دوله لشوون تعزيز النزاهه,,,,,
31,عبدالعزيز  ماجد,الموسوعه الحره عبدالعزيز ماجد الماجد وزير العدل ووزير الاوقاف والشوون الاسلاميه في المنصب,,,,,
32,عبدالعزيز  ماجد,وزير العدل ووزير الاوقاف والشوون الاسلاميه ووزير دوله لتعزيز النزاهه خلال الفتره حتا 1 عن حياته ولد عبدالعزيز ماجد عبدالعزيز الماجد في الكويت ونشا فيها,,,,,
33,عبدالعزيز  ماجد,احمد عبدالمجيد خاطر يعقوب عبدالله الماجد عبدالعزيز هوشان علي عبدالله الماجد محمد حمد شنوف الماجد يوسف سلطان ماجد البخيت الماجد عواطف عبدالمجيد خاطر يعقوب عبدالله الماجد علي عبدالجليل ياسين الماجد حمود خليفه احمد عبدالرحمن احمد الماجد عبدالعزيز ماجد عبدالعزيز الماجد وزير Comments & Questions Michael Herb,,,,,
34,حمود عبدالله الرقبة,وفيما يلي نبذه عن السيره الذاتيه للوزير الاسبق حمود عبدالله الرقبه,,,,,
35,حمود عبدالله الرقبة,حمود عبدالله الرقبه نبذه عن السيره الذاتيه للوزير الاسبق د,,,,,
36,حمود عبدالله الرقبة,حمود عبدالله الرقبه من مواليد 1951 في منطقه المرقاب حاصل علي شهاده بكالوريوس في الهندسه الكيمياييه عام 1974 من الولايات المتحده الامريكيه في عام 1977 حصل علي ماجستير في الهندسه الكيمياييه من انجلترا في عام 1981 حصل علا دكتوراه في الهندسه الكيمياييه من انجلترا في عام 1993 حصل علا دكتوراه فخريه في العلوم من انجلترا اما المناصب الرسميه التي شغلها الفقيد فهي كالتالي 1974-1975 مهندس بوزاره الكهرباء والماء 1981 استاذ بكليه الهندسه والبترول,,,,,
37,حمود عبدالله الرقبة,حمود عبدالله الرقبه من مواليد 1951 في منطقه المرقاب حاصل علي شهاده بكالوريوس في الهندسه الكيمياييه عام 1974 من الولايات المتحده الامريكيه في عام 1977 حصل علي ماجستير في الهندسه الكيمياييه من انجلترا في عام 1981 حصل علا دكتوراه في الهندسه الكيمياييه من انجلترا في عام 1993 حصل علا دكتوراه فخريه في العلوم من انجلترا اما المناصب الرسميه التي,,,,,
38,علي سالم ابو حديدة,الموسوعه الحره علي ابو حديده معلومات شخصيه اسم الولاده علي سالم مطلق ابو حديده الميلاد 1957 (العمر 69 سنه) الجنسيه الديانه مسلم الحياه العمليه المدرسه الام دبلوم اداره,,,,,
39,علي سالم ابو حديدة,تعديل علي سالم ابو حديده مواليد 1957,,,,,
40,علي سالم ابو حديدة,"ابرق خيطان 2006 فيصل المسلم 3841 دعم من الحركه السلفيه العلميه 3128 2003 فيصل المسلم 1596 التجمع الاسلامي السلفي 1571 1999 938 881 1996 عبدالسلام مناحي مناحي صنهات العصيمي 817 بدر ناصر عبيد الجيعان 808 1992 علي سالم ابو حديده 610 الرشايده 562 1990 710 علي عبدالله مسلم العتيبي 468 1985 810 ناصر فهد محمد البناي 774 1981 ناصر صنهات ساير العصيمي 315 عضو منتخب, مات و هو نايب عبدالرزاق عبدالحميد الصانع 306 Comments & Questions Michael Herb",,,,,
41,مبارك  العصفور,مبارك العصفور السفير الليبي سليمان الساحلي يقدم التهاني المعرس أحمد العصفور ووالده د,,,,,
42,محمد ضيف الله القحص العنزي,طالع محمد ضيف الله (توضيح) مناصب معلومات شخصيه اسم الولاده محمد ضيف الله القحص العنزي الميلاد 1919 مدينه الكويت تاريخ الوفاه 23 مايو 2004 (85 سنه) مكان الدفن مقبره الجهراء الجنسيه الديانه الاسلام الحياه العمليه المهنه سياسي تعديل مصدري,,,,,
43,يوسف عبدالعزيز العلي الوزان,الموسوعه الحره يوسف الوزان معلومات شخصيه اسم الولاده يوسف عبد العزيز العلي الوزان الميلاد تاريخ الوفاه 29 اكتوبر 2009 (73 سنه) الجنسيه الديانه مسلم الاب عبد العزيز العلي الوزان الحياه العمليه المهنه سياسي الحزب مستقل تعديل مصدري,,,,,
44,يوسف عبدالعزيز العلي الوزان,وللفقيد العم يوسف عبدالعزيز الوزان العديد من الاسهامات العديده والتي قدم فيها للكويت خدماته لها من منطلق الشعور بالمسووليه تجاه هذا الوطن العزيز,,,,,
45,يوسف عبدالعزيز العلي الوزان,احمد محمد علي الوزان احمد علي الوزان احمد حسين محمد علي حسين الوزان عبداللطيف عبدالله العلي الوزان وليد احمد محمد علي الوزان عبدالله يعقوب جاسم الوزان صالح حسن علي الوزان طارق جعفر محمد الوزان جاسم محمد علي الوزان عباس محمد محمد علي الوزان عبدالعزيز علي الوزان يوسف عبدالعزيز العلي الوزان محمد عبدالعزيز الوزان عبدالوهاب محمد الوزان وزير عبدالهادي عبدالله عيسا علي الوزان Comments & Questions Michael Herb,,,,,
46,محمد الحجرف,الرجاء اعاده المحاوله لا يوجد نتايج في عمليه تلخيص الموضوع محافظ الفروانيه الشيخ عذبي الناصر مستقبلا العميد محمد مطلق المطيري بحضور مساعد مدير امن محافظه الفروانيه العميد نايف محمد الحجرف استقبل محافظ الفروانيه الشيخ عذبي الناصر بمكتبه في ديوان عام المحافظه صباح امس العميد محمد مطلق جاسم المطيري,,,,,
47,محمد الحجرف,الرجاء اعاده المحاوله لا يوجد نتايج في عمليه تلخيص الموضوع محافظ الفروانيه الشيخ عذبي الناصر مستقبلا العميد محمد مطلق المطيري بحضور مساعد مدير امن محافظه الفروانيه العميد نايف محمد الحجرف استقبل محافظ الفروانيه الشيخ عذبي الناصر بمكتبه في ديوان عام المحافظه صباح امس العميد محمد مطلق جاسم المطيري قدم له التهنيه تعيينه مديرا عاما لمديريه امن محافظه الفروانيه,,,,,
48,محمد الحجرف,حضر اللقاء مساعد مدير امن محافظه الفروانيه العميد نايف محمد الحجرف,,,,,
49,محمد الحجرف,نواف العبدالجادر العميد المساعد للتخطيط والاستشارات والتدريب وعضو هييه تدريس من قسم اداره وتسويق موسس شركه فرضتك الاستاذ محمد الحجرف,,,,,
50,حسين براك هادي حسين الحضيري الدوسري,الموسوعه الحره حسين براك الدوسري معلومات شخصيه اسم الولاده حسين براك هادي حسين الحضيري الدوسري الميلاد 1957 (العمر 69 سنه) الجنسيه الديانه مسلم الحياه العمليه المدرسه الام دبلوم علوم عسكريه المهنه سياسي الحزب قبلي,,,,,
51,حسين براك هادي حسين الحضيري الدوسري,تعديل حسين براك هادي حسين الحضيري الدوسري من مواليد دوله الكويت في عام 1957,,,,,
52,خليل إبراهيم عبدالله المزين,خليل ابراهيم عبدالله المزين نايب علي سالم عبدالله محمد المزين فيصل حمد ابراهيم عبدالله محمد المزين Comments & Questions Michael Herb,,,,,
53,عيد هذال سعود مرحب الرشيدي,الموسوعه الحره عيد هذال الرشيدي وزير الاشغال العامه في المنصب 13 يوليو,,,,,
54,عيد هذال سعود مرحب الرشيدي,29 يناير 2001 الامير جابر الاحمد الصباح حمود الرقبه فهد الميع معلومات شخصيه اسم الولاده عيد هذال سعود مرحب الرشيدي الميلاد 1955 (العمر 71 سنه) الجنسيه الديانه مسلم الحياه العمليه المدرسه الام بكالوريوس في العلوم السياسيه والاقتصاد المهنه سياسي,,,,,
55,عيد هذال سعود مرحب الرشيدي,تعديل عيد هذال سعود مرحب الرشيدي من مواليد دوله الكويت في عام 1955,,,,,
56,عايض علوش الخميشى العازمي,2024 تقدم النايب الدكتور احمد بن مطيع العازمي بمقترح بتسميه الشارع الرييسي بين ضاحيه صباح السالم ومنطقه العدان باسم عضو مجلس الامه الراحل عايض علوش الخميشي العازمي وذلك انطلاقا من تقدير جهود اعضاء مجلس الامه السابقين واعترافا بما قدموه من خدمات وتضحيات لاجل الوطن الغالي,,,,,
57,عايض علوش الخميشى العازمي,2024 تقدم النايب الدكتور احمد بن مطيع العازمي بمقترح بتسميه الشارع الرييسي بين ضاحيه صباح السالم ومنطقه العدان باسم عضو مجلس الامه الراحل عايض علوش الخميشي العازمي,,,,,
58,فراج زبن عربيد جلوي العربيد,خلف فراج فهد العربيد الرشايده ناصر صالح شعبان العاشور العربيد فراج زبن عربيد جلوي العربيد الرشايده سني نايب Comments & Questions Michael Herb,,,,,
59,عبدالسلام مناحي مناحي صنهات العصيمي,"وهو شقيق النايب السابق وليد العصيمي [ 1 ] مراجع [ عدل ] ^ ""عبدالسلام مناحي مناحي صنهات العصيمي""",,,,,
60,عبدالسلام مناحي مناحي صنهات العصيمي,مشاري محمد مطلق عبدالرحمن العصيمي وليد مناحي صنهات ساير العصيمي عبدالسلام مناحي مناحي صنهات العصيمي محمد عبدالمحسن فراج العصيمي ناصر احمد عبدالله العصيمي ناصر صنهات ساير العصيمي سعود محمد مطلق عبدالرحمن العصيمي وزير فهد عبدالله عيد ناشر العصيمي عبدالله شرار هذال ناشي العصيمي حسين نوح صقر عايض العصيمي مشعل مسفر عبدالرحمن شنان العصيمي مطلق عامر طريف عايض العصيمي تركي غايب تركي سعدي العصيمي Comments & Questions Michael Herb,,,,,
61,عبدالسلام مناحي مناحي صنهات العصيمي,"ابرق خيطان 2006 فيصل المسلم 3841 دعم من الحركه السلفيه العلميه 3128 2003 فيصل المسلم 1596 التجمع الاسلامي السلفي 1571 1999 938 881 1996 عبدالسلام مناحي مناحي صنهات العصيمي 817 بدر ناصر عبيد الجيعان 808 1992 علي سالم ابو حديده 610 الرشايده 562 1990 710 علي عبدالله مسلم العتيبي 468 1985 810 ناصر فهد محمد البناي 774 1981 ناصر صنهات ساير العصيمي 315 عضو منتخب, مات و هو نايب عبدالرزاق عبدالحميد الصانع 306 Comments & Questions Michael Herb",,,,,
62,عبدالوهاب سليمان الفوزان,1994 العاهل جابر الاحمد الصباح رييس الوزراء سعد العبد الله السالم الصباح عبد الرحمن العوضي انور النوري معلومات شخصيه اسم الولاده عبد الوهاب سليمان الفوزان الميلاد 1952 (العمر 74 سنه) مدينه الكويت الكويت الجنسيه كويتي الحياه العمليه المدرسه الام الدكتوراه في الحساسيه الجلديه الضوييه,,,,,
63,عبدالوهاب سليمان الفوزان,وزير الصحه الكويتي السابق 1994 1 السيره الشخصيه الدكتور عبد الوهاب سليمان الفوزان ولد بالكويت عام 1952,,,,,
64,بدر غريد سعوى راشد البذالي,الموسوعه الحره بدر البذالي معلومات شخصيه اسم الولاده بدر غريد سعوي راشد البذالي تاريخ الميلاد 1972 (العمر 54 سنه) الجنسيه الديانه مسلم الحياه العمليه التعلم ليسانس حقوق المهنه سياسي,,,,,
65,بدر غريد سعوى راشد البذالي,تعديل بدر غريد سعوي راشد البذالي ولد في في 6 مايو عام 1972 شارك في الانتخابات البرلمانيه السادسه عشر 2012 في تاريخ الكويت,,,,,
66,فلاح ضاحي فلاح ضاحي دلواح الهاجري,الموسوعه الحره معلومات شخصيه اسم الولاده فلاح ضاحي فلاح ضاحي الهاجري الميلاد 1976 (العمر 49-50) الكويت الجنسيه كويتي الديانه الاسلام الحياه العمليه التعلم دكتوراه بالشريعه الاسلاميه المدرسه الام جامعه الكويت المهنه سياسي تعديل مصدري,,,,,
67,فلاح ضاحي فلاح ضاحي دلواح الهاجري,"تعديل فلاح ضاحي فلاح ضاحي دلواح الهاجري ( 1976 -) نايب في مجلس الامه الكويتي 1 السيره الشخصيه عدل شارك النايب في انتخابات مجلس الامه الكويتي 2022 وحصل علا المركز السادس في الدايره الانتخابيه الثانيه برصيد 2,921 صوت وفاز بالانتخابات",,,,,
68,فلاح ضاحي فلاح ضاحي دلواح الهاجري,عضو منتدب بالهييه العامه للتعليم التطبيقي والتدريب 2 مراجع عدل ^ فلاح ضاحي فلاح ضاحي دلواح الهاجري نسخه محفوظه 2022-10-05 علا موقع واي باك مشين ^ السيره الذاتيه للفايزين ب,,,,,
69,سعد إبراهيم سعد الخراز,الموسوعه الحره سعد الخراز وزير الشوون الاجتماعيه والعمل في المنصب 25 ديسمبر 2018,,,,,
70,سعد إبراهيم سعد الخراز,^ السيره الذاتيه لوزير الشوون الجديد سعد الخراز نسخه محفوظه 2020-06-05 علا موقع واي باك مشين,,,,,
71,مبارك فالح رجعان راعى الفحماء,الموسوعه الحره مناصب معلومات شخصيه اسم الولاده مبارك فالح رجعان راعي الفحماء تاريخ الميلاد سنه 1937 تاريخ الوفاه 1 سبتمبر 2004 (74 سنه) الجنسيه الكويت الحياه العمليه المهنه سياسي الحزب مستقل,,,,,
72,مبارك فالح رجعان راعى الفحماء,تعديل مبارك فالح رجعان راعي الفحماء,,,,,
73,مبارك فالح رجعان راعى الفحماء,نايب عبد الله فالح راعي الفحماء السيره البرلمانيه عدل ترشح في انتخابات مجلس الامه الكويتي 1975 وحصل علا المركز السابع في الدايره العاشره برصيد 1193 صوت وسقط بالانتخابات 2 انتخابات مجلس الامه الكويتي 1981 وحصل علا المركز الثاني في الدايره الثالثه والعشرون برصيد 934 صوت و,,,,,
74,محمد وسمي ناصر السديران,الموسوعه الحره مناصب معلومات شخصيه اسم الولاده محمد وسمي ناصر السديران العازمي الميلاد 1913 تاريخ الوفاه 1 يناير 1979 (66 سنه) الجنسيه الديانه مسلم الحياه العمليه المهنه سياسي الحزب مستقل قبلي تعديل مصدري تعديل محمد وسمي ناصر السديران العازمي,,,,,
75,محمد وسمي ناصر السديران,محمد وسمي ناصر السديران العوازم سني نائب Comments & Questions Michael Herb,,,,,
76,باسل حسين إبراهيم البحراني,الموسوعه الحره معلومات شخصيه اسم الولاده باسل حسين ابراهيم البحراني مكان الميلاد الاقامه الجنسيه الحياه العمليه التعلم جامعه الكويت تعديل مصدري,,,,,
77,عبداللطيف عبدالوهاب عبدالرحمن مبارك العميري,النايب عبداللطيف عبدالوهاب عبدالرحمن مبارك العميري النايب عبداللطيف عبدالوهاب عبدالرحمن مبارك العميري المصور : ارشيف,,,,,
78,عبداللطيف عبدالوهاب عبدالرحمن مبارك العميري,احمد سعد حجا العميري مشاري حمود راشد الشويرد العميري داود سلمان العميري غانم مبارك العميري نايب فلاح سعيد سالم العميري راشد سالم العميري وزير حامد سعود محمد شويرد العميري عايشه غانم مبارك العميري نبيله سلمان انقيان سالم العميري عبداللطيف عبدالوهاب عبدالرحمن مبارك العميري سني نايب محمد حسين علي العميري حامد عبدالرحمن علي خليفه العميري سعود عبدالعزيز محمد سعد سالم العميري عيسا محمد عبدالرزاق محمد العميري Comments & Questions Michael Herb,,,,,
79,مطلق محمد صعصيع الشليمي,الموسوعه الحره مطلق الشليمي مناصب معلومات شخصيه اسم الولاده مطلق محمد صعصيع الشليمي الميلاد 1937 الشاميه الوفاه 26 اغسطس 2000 (63 سنه) سبب الوفاه حادث سياره مواطنه الحياه العمليه المهنه سياسي تعديل مصدري تعديل مطلق محمد صعصيع الشليمي الظفيري ( 1937 2000 ) 1 نايب سابق في مجلس الامه الكويتي,,,,,
80,سعد الحتيرش,في البدايه قال صاحب الديوانيه سعد الحتيرش ان منطقه خيطان تعاني من مشكله العزاب منذ ما يقارب 20 عاما وقد تازم الامر بعد هدم قطعتي 4 و3 بدون اي دراسه او ايجاد مساكن للعزاب بديله تكفل لهم المعيشه الكريمه او ممارسه حياتهم بصورتها الطبيعيه,,,,,
81,سعد الحتيرش,وان ما جيت به انا غير ذلك اما ما ذهبت اليه من وجود بعض الشواهد الموغله في التاريخ بما يكون اكبر وابعد من رواتب الاخباريين ولا تقر بما حاولت انا اثباته حسب اعتقادك ومنها قول شايع الامسح ابن رمال عندما لجا الا سعد الحتيرش امير بقعا ومن قوله : سعد زعيم للسواعد هل الوفا يفخر به اجيال وراها اجيال الا ان قال : سقا الله دار قد سكنها العتيبي سقاها من النو الثقيل خيال نقول ان شايع الامسح ما هو الا احد الاخباريين واخباريته تاتي في شعره,,,,,
82,سعد الحتيرش,هذا من ناحيه اما من ناحيه اخرا فانه عندما امتدح سعد الحتيرش بقول سعد زعيم للسواعد هل الوفا,,,,,
83,محمد صقر المعوشرجي,نعم المدير ونعم الوزير والانسان محمد صقر المعوشرجي في ذمه الله 19 ديسمبر 2016 المصدر : الانباء عدد التعليقات 7 A+ Aصاحب السمو الامير الشيخ صباح الاحمد مصافحا,,,,,
84,محمد صقر المعوشرجي,محمد صقر المعوشرجي في احدا المناسبات ويبدو الشيخ احمد الحمود وعبدالمحسن المعوشرجي الامير الراحل الشيخ جابر الاحمد والراحل محمد المعوشرجي وزير الاوقاف الاسبق محمد المعوشرجي في احتفال لجمعيه الاصلاح الاجتماعي ويبدو حمود الرومي والنايب الاسبق وناصر الصانع في لقاء مع وسايل الاعلام بقلم: يوسف عبدالرحمن y,,,,,
85,محمد صقر المعوشرجي,غيب الموت العم محمد صقر المعوشرجي الذي دفن امس عصرا في مقبره الصليبخات,,,,,
86,محمد صقر المعوشرجي,واستمر العم محمد صقر المعوشرجي في منصبه الا عام 1980 وطلب التقاعد وعين عضوا في المجلس البلدي في العام نفسه ثم انتخب نايبا لرييس المجلس البلدي وكان الرييس حينذاك العم عبدالعزيز العدساني,,,,,
87,محمد صقر المعوشرجي,يقول الشاعر المتنبي: وقد فارق الناس الاحبه قبلناواعيا دواء الموت كل طيب تسلم العم محمد صقر المعوشرجي حقيبه وزاره الاوقاف والشوون الاسلاميه وكان اول وزير للاوقاف بعد الاحتلال العراقي وكانت المساجد حينذاك تحتاج الا صيانه حيث كان هناك اكثر من 500 مسجد بحاجه ماسه لاعمال الصيانه العاجله وبعضها هدمه الاحتلال الغاشم وبعض المساجد حولت الا مخازن اسلحه ومكان امن للمسروقات,,,,,
88,محمد صقر المعوشرجي,في رثاء العم محمد صقر المعوشرجي مبارك مزيد المعوشرجي ان من الصعب جدا ان ترثي انسانا بمكانه العم محمد صقر المعوشرجي- رحمه الله- وتوفيه حقه,,,,,
89,راشد عوض مطلق الجويسري,الموسوعه الحره معلومات شخصيه اسم الولاده راشد عوض مطلق الجويسري الميلاد 1943 (العمر 83 سنه) الجنسيه الديانه مسلم الحياه العمليه المهنه سياسي الحزب قبلي,,,,,
90,راشد عوض مطلق الجويسري,تعديل راشد عوض مطلق الجويسري من مواليد دوله الكويت في عام 1943,,,,,
91,فلاح مطلق هذال مقدن الصواغ العازمي,الموسوعه الحره معلومات شخصيه اسم الولاده فلاح مطلق هذال مقدن الصواغ العازمي الميلاد 23 مايو 1961 ( 1961-05-23 ) الوفاه 11 اكتوبر 2016 (55 سنه) الجنسيه كويتي مناصب الحياه العمليه التعلم دبلوم في معهد المعلمين المهنه سياسي تعديل مصدري,,,,,
92,فلاح مطلق هذال مقدن الصواغ العازمي,تعديل فلاح مطلق هذال مقدن الصواغ العازمي ( 1961 1,,,,,
93,فلاح مطلق هذال مقدن الصواغ العازمي,A+ Aعام الكويت تفقد النايب الاسبق فلاح الصواغ العازمي 11/10/2016 LOC16:21 13:21 GMT النايب الاسبق في مجلس الامه المرحوم فلاح الصواغ العازمي الكويت,,,,,
94,فلاح مطلق هذال مقدن الصواغ العازمي,10 (كونا) -- فقدت دوله الكويت اليوم النايب الاسبق في مجلس الامه فلاح مطلق هذال مقدن الصواغ العازمي عن عمر 55 عاما اثر مضاعفات صحيه عقب عمل جراحي اجري له في مستشفا البابطين للجراحه والحروق حيث توفي هناك,,,,,
95,فلاح مطلق هذال مقدن الصواغ العازمي,وكان النايب الاسبق في مجلس الامه فلاح مطلق هذال مقدن الصواغ العازمي توفي اليوم عن عمر 55 عاما اثر مضاعفات صحيه عقب عمل جراحي اجري له في مستشفا البابطين للجراحه والحروق حيث توفي هناك,,,,,
96,بدر جاسم اليعقوب,"Bader Al-Yaquob"" Al-Anba ""وفاة البروفيسور بدر جاسم اليعقوب"" (in Arabic)",,,,,
97,تركي الفوزان,اضافه الا منع ابراهيم الحديثي وتركي الفوزان من مزاوله اعمال الوساطه او اداره المحافظ او الاستشارات الاستثماريه لمده سنتين,,,,,
98,تركي الفوزان,وكذلك تركي الفوزان وبلغت الغرامه عليه ايضا 81250 ريالا,,,,,
99,اصايل  الشمري,الأولى مكرر بـ ٠٠١٪ علمي بمدرسة عمرة بنت رواحة الثانوية نورا فارس الهاملي أصايل الشمري: تنظيم الوقت والمثابرة والتشجيع المستمر من الأهل والمدرسة من أسباب تفوقي قالت الطالبة المتفوقة الحاصلة على نسبة ٢٫٦٩٪ بالقسم العلمي في مدرسة الاكاديمية الكويتية ثنائية اللغة,,,,,
